customer_id,age,tenure_months,contract_type,payment_method,paperless_billing,international_plan,avg_monthly_gb,support_tickets_6m,outages_3m,late_payments_12m,app_sessions_30d,add_ons,monthly_charges,total_charges,churn
C100285,27,68,one-year,bank-transfer,yes,no,5.59,0,1,0,15,1,62.76,4388.74,0
C100286,54,11,one-year,credit-card,no,yes,5.41,0,0,3,15,0,65.64,766.23,1
C100287,29,41,one-year,bank-transfer,yes,no,13.81,1,1,1,13,0,49.0,2097.48,0
C100288,42,39,two-year,mailed-check,no,no,35.92,2,0,1,12,2,106.3,4176.15,0
C100289,19,34,month-to-month,bank-transfer,no,no,43.23,1,2,1,12,1,53.21,1886.82,0
C100290,18,58,two-year,mailed-check,yes,no,4.64,0,0,1,17,3,95.38,5640.77,0
C100291,43,19,one-year,electronic-check,no,yes,26.46,0,0,2,14,1,73.45,1445.82,0
C100292,29,69,month-to-month,electronic-check,yes,no,41.66,1,0,0,16,3,73.95,5245.06,0
C100293,18,24,two-year,mailed-check,yes,no,16.19,1,0,2,12,1,63.25,1571.84,1
C100294,45,39,one-year,credit-card,yes,no,27.99,2,0,0,11,1,88.5,3572.45,0
C100295,64,38,one-year,credit-card,yes,no,7.75,2,1,1,11,1,76.05,3030.97,0
C100296,56,62,month-to-month,credit-card,yes,no,33.47,1,0,2,8,2,83.68,5267.51,0
C100297,36,32,month-to-month,electronic-check,no,no,19.54,2,0,0,11,0,44.95,1514.03,0
C100298,39,20,two-year,bank-transfer,no,yes,18.02,0,0,1,12,1,71.47,1499.09,0
C100299,50,1,month-to-month,bank-transfer,no,no,27.13,0,1,2,16,0,66.43,144.07,0
C100300,52,26,month-to-month,electronic-check,yes,no,3.91,0,0,0,16,1,74.67,1981.83,0
C100301,35,60,month-to-month,bank-transfer,yes,no,14.21,1,1,2,11,0,39.09,2389.1,0
C100302,39,0,month-to-month,mailed-check,yes,no,41.68,1,0,0,19,1,69.42,75.37,0
C100303,43,65,two-year,,no,no,4.59,0,0,1,13,0,59.25,3914.48,0
C100304,46,39,one-year,electronic-check,yes,yes,5.19,0,0,0,14,0,68.75,2790.35,1
C100305,37,10,two-year,credit-card,yes,no,15.48,1,0,0,11,2,69.05,769.22,0
C100306,38,22,month-to-month,credit-card,no,yes,21.99,0,0,0,12,0,42.48,940.86,0
C100307,56,40,month-to-month,bank-transfer,no,no,26.01,1,0,0,20,0,45.18,1871.08,0
C100308,54,23,month-to-month,electronic-check,yes,no,69.16,0,0,2,21,1,75.11,1781.94,0
C100309,45,7,month-to-month,electronic-check,yes,no,26.7,0,0,0,11,1,79.58,642.97,1
C100310,60,48,one-year,credit-card,yes,no,29.24,2,0,0,10,1,59.16,2903.28,0
C100311,34,49,month-to-month,electronic-check,no,no,47.04,3,0,1,10,1,68.74,3461.7,1
C100312,58,8,month-to-month,electronic-check,no,yes,11.22,2,0,0,15,1,40.18,368.4,0
C100313,46,20,two-year,credit-card,no,no,30.01,1,0,2,14,0,31.23,676.93,0
C100314,78,17,one-year,credit-card,yes,no,35.63,0,1,0,19,1,69.73,1260.24,0
C100315,25,48,month-to-month,bank-transfer,yes,no,32.29,0,0,0,15,0,62.44,3139.9,0
C100316,31,53,one-year,electronic-check,yes,no,26.05,0,2,0,17,0,65.14,3505.92,0
C100317,44,53,month-to-month,mailed-check,yes,no,24.73,1,0,0,20,2,43.65,2338.55,0
C100318,44,68,two-year,credit-card,no,no,8.99,1,0,1,18,1,81.06,5614.63,0
C100319,62,56,one-year,,yes,no,16.88,1,0,2,20,0,49.29,2794.45,0
C100320,31,23,month-to-month,electronic-check,yes,no,58.66,1,0,0,13,1,56.42,1382.13,0
C100321,50,7,month-to-month,electronic-check,yes,no,13.93,0,0,0,20,1,71.85,532.46,0
C100322,53,44,month-to-month,bank-transfer,yes,no,23.05,0,1,1,12,2,81.03,3652.36,0
C100323,47,66,one-year,electronic-check,yes,no,21.94,2,0,0,20,3,104.27,7002.55,0
C100324,27,71,month-to-month,credit-card,yes,no,30.03,1,1,2,14,0,65.44,4673.08,0
C100325,56,16,one-year,electronic-check,no,no,21.8,0,1,0,20,1,83.32,1430.64,0
C100326,54,17,month-to-month,electronic-check,no,no,19.2,0,0,2,11,0,51.15,852.59,0
C100327,46,2,month-to-month,credit-card,no,no,40.76,1,0,0,16,2,90.29,272.58,0
C100328,41,10,month-to-month,credit-card,no,no,26.67,0,2,2,11,3,66.37,772.11,1
C100329,42,40,month-to-month,bank-transfer,yes,no,24.76,1,1,0,18,0,55.47,2244.97,0
C100330,38,39,month-to-month,credit-card,no,no,14.72,1,0,1,17,0,39.75,1588.23,1
C100331,47,27,one-year,electronic-check,yes,no,17.25,0,0,0,7,2,76.32,2108.11,0
C100332,39,22,two-year,mailed-check,yes,no,27.44,1,0,1,19,1,65.64,1534.53,0
C100333,29,60,month-to-month,electronic-check,yes,no,43.47,0,0,1,12,1,74.91,4598.29,0
C100334,26,33,one-year,mailed-check,yes,no,53.39,0,1,0,13,1,68.88,2361.37,0
C100335,30,59,month-to-month,credit-card,no,no,29.05,0,0,0,18,0,47.99,2906.15,0
C100336,42,70,one-year,credit-card,yes,no,77.23,1,0,0,17,1,66.23,4679.55,0
C100337,39,23,month-to-month,electronic-check,yes,yes,18.4,1,0,1,10,0,58.58,1402.92,0
C100338,42,14,one-year,mailed-check,yes,no,18.3,1,0,2,20,0,48.39,685.67,0
C100339,45,69,month-to-month,credit-card,yes,no,49.2,0,1,0,15,0,72.29,5028.74,0
C100340,31,46,month-to-month,bank-transfer,no,no,25.56,1,0,0,18,2,74.08,3475.38,0
C100341,57,21,one-year,electronic-check,yes,no,15.1,2,0,1,13,0,68.25,1543.42,0
C100342,36,45,month-to-month,mailed-check,yes,no,22.52,1,0,0,13,1,58.4,2656.86,0
C100343,34,37,month-to-month,electronic-check,no,no,10.07,0,0,1,12,3,79.37,3027.65,0
C100344,45,66,month-to-month,mailed-check,no,yes,20.08,0,0,0,9,3,70.79,4713.06,0
C100345,18,18,two-year,mailed-check,yes,no,9.08,1,0,0,11,1,83.06,1536.68,0
C100346,30,72,month-to-month,mailed-check,yes,yes,10.05,0,0,1,13,0,78.59,5785.36,1
C100347,51,68,month-to-month,mailed-check,no,no,27.23,1,0,1,19,1,65.37,4550.8,0
C100348,18,13,two-year,mailed-check,yes,no,2.74,0,0,0,16,1,85.79,1173.99,0
C100349,52,12,one-year,electronic-check,yes,no,9.18,0,0,0,15,2,78.2,1005.27,0
C100350,57,38,month-to-month,electronic-check,yes,no,12.44,0,0,0,17,2,79.82,3119.33,1
C100351,35,3,one-year,mailed-check,yes,no,16.74,0,0,0,12,2,69.09,241.51,0
C100352,43,21,month-to-month,credit-card,no,no,33.64,1,1,2,20,0,44.99,1007.73,0
C100353,52,31,month-to-month,credit-card,no,no,16.28,4,1,1,18,3,102.07,3210.47,1
C100354,33,70,month-to-month,electronic-check,yes,no,57.3,0,0,0,17,1,70.19,4965.61,0
C100355,49,72,one-year,mailed-check,no,no,13.8,0,0,0,11,3,79.41,5784.76,0
C100356,31,11,two-year,bank-transfer,no,no,3.02,0,1,2,14,2,59.86,734.35,0
C100357,33,65,month-to-month,mailed-check,yes,no,9.68,1,1,2,13,2,94.44,6277.04,0
C100358,29,6,month-to-month,bank-transfer,no,no,26.95,1,1,0,19,0,54.9,347.45,1
C100359,43,54,month-to-month,credit-card,no,no,10.02,1,1,0,21,0,53.76,2951.73,0
C100360,53,61,month-to-month,electronic-check,yes,yes,13.5,0,0,0,14,0,68.13,4243.98,0
C100361,37,65,month-to-month,mailed-check,yes,no,48.93,2,0,1,24,1,85.72,,0
C100362,24,16,one-year,mailed-check,no,no,58.87,0,0,1,21,2,66.76,1127.41,0
C100363,26,65,month-to-month,bank-transfer,no,no,6.68,1,0,1,17,0,62.91,4179.37,0
C100364,44,8,two-year,electronic-check,yes,no,19.05,0,1,1,12,3,93.27,773.36,0
C100365,61,37,month-to-month,bank-transfer,yes,no,26.51,1,0,4,10,1,60.18,2278.25,1
C100366,44,34,month-to-month,electronic-check,no,yes,42.01,0,0,2,15,2,73.17,2562.19,0
C100367,34,23,month-to-month,bank-transfer,yes,no,16.14,0,0,1,13,3,67.34,1614.29,0
C100368,48,1,one-year,bank-transfer,no,yes,,0,2,0,12,1,76.23,124.05,0
C100369,36,56,month-to-month,electronic-check,no,no,47.0,0,0,2,16,0,60.86,3498.93,0
C100370,34,24,month-to-month,credit-card,yes,yes,23.03,3,0,1,18,1,64.57,1623.65,1
C100371,27,48,month-to-month,credit-card,no,yes,1.46,2,0,0,16,1,55.3,2592.35,0
C100372,56,29,one-year,mailed-check,no,yes,18.91,0,0,0,10,3,93.69,2831.21,0
C100373,18,27,two-year,credit-card,yes,no,11.67,0,0,1,20,0,59.51,1660.22,0
C100374,49,64,month-to-month,credit-card,yes,yes,12.35,0,0,2,12,0,45.32,2975.75,1
C100375,33,6,month-to-month,electronic-check,yes,no,13.18,1,0,1,14,2,74.42,567.04,1
C100376,34,53,month-to-month,bank-transfer,no,yes,2.65,0,0,1,14,2,83.24,4497.01,0
C100377,59,54,month-to-month,bank-transfer,no,no,56.28,2,2,1,15,2,53.14,2895.5,0
C100378,30,27,two-year,bank-transfer,yes,yes,43.81,1,0,1,15,3,83.42,2367.25,0
C100379,31,19,month-to-month,credit-card,no,no,61.9,0,0,0,22,1,79.97,1650.87,0
C100380,37,0,one-year,mailed-check,yes,no,81.03,1,0,1,17,2,77.86,89.19,0
C100381,44,68,two-year,electronic-check,yes,yes,25.69,0,0,0,11,3,88.48,6103.17,0
C100382,34,69,one-year,mailed-check,yes,yes,14.93,0,0,0,12,0,30.86,2192.88,0
C100383,20,17,month-to-month,credit-card,no,no,30.99,2,1,2,13,1,45.44,787.93,1
C100384,29,2,one-year,mailed-check,yes,no,31.93,0,0,0,13,1,77.62,236.33,0
C100385,54,8,month-to-month,electronic-check,no,no,14.88,0,2,0,13,2,78.62,692.03,1
C100386,40,4,month-to-month,electronic-check,yes,yes,14.55,0,2,0,14,0,52.69,283.43,0
C100387,44,60,two-year,bank-transfer,yes,no,21.08,0,1,0,15,2,74.83,4557.29,0
C100388,36,65,month-to-month,electronic-check,yes,no,13.7,1,0,0,12,1,68.74,4530.51,1
C100389,31,11,month-to-month,mailed-check,yes,no,32.16,0,0,3,16,1,59.94,739.16,0
C100390,59,54,month-to-month,electronic-check,no,yes,7.94,1,0,2,11,2,59.64,3328.66,0
C100391,37,13,month-to-month,mailed-check,yes,no,37.15,0,0,0,17,0,41.23,599.62,0
C100392,34,26,one-year,electronic-check,yes,yes,52.46,1,0,0,14,2,95.37,2603.58,0
C100393,52,43,one-year,electronic-check,yes,no,59.53,1,0,0,20,2,85.14,3782.94,1
C100394,30,52,one-year,bank-transfer,no,yes,89.04,0,0,0,16,0,78.61,4155.83,0
C100395,32,63,month-to-month,electronic-check,yes,no,32.51,0,0,0,12,0,40.88,2623.59,1
C100396,39,3,month-to-month,electronic-check,no,no,6.72,1,3,2,13,2,73.08,288.58,1
C100397,39,14,month-to-month,bank-transfer,yes,yes,24.35,2,1,0,12,1,52.52,788.15,0
C100398,42,20,month-to-month,electronic-check,yes,no,76.83,0,0,0,20,0,80.72,1682.49,1
C100399,64,22,one-year,electronic-check,no,no,58.33,0,0,2,20,1,98.83,2267.41,0
C100400,43,72,one-year,mailed-check,yes,no,18.12,1,0,1,13,0,71.13,5183.02,0
C100401,18,56,two-year,mailed-check,no,no,3.5,0,0,1,10,0,41.78,2355.93,0
C100402,43,23,one-year,mailed-check,no,yes,31.36,0,0,0,15,0,43.01,946.15,0
C100403,39,70,month-to-month,credit-card,no,no,6.32,0,2,1,16,2,73.93,5250.27,0
C100404,40,36,one-year,mailed-check,yes,no,30.75,0,0,1,21,2,75.89,2862.51,0
C100405,42,36,one-year,bank-transfer,no,yes,33.36,0,1,0,14,2,87.97,3273.34,0
C100406,39,31,two-year,credit-card,yes,no,56.48,1,1,0,16,0,64.08,2045.46,0
C100407,38,10,month-to-month,mailed-check,yes,no,3.93,1,1,2,12,2,67.01,690.69,0
C100408,46,68,one-year,credit-card,yes,no,42.29,0,0,0,13,1,62.86,4306.95,0
C100409,32,1,month-to-month,mailed-check,yes,no,21.23,2,2,1,20,1,56.5,49.14,1
C100410,28,12,one-year,bank-transfer,yes,yes,66.34,0,0,1,18,0,67.12,886.54,0
C100411,75,16,two-year,credit-card,no,no,40.42,1,1,1,20,0,28.88,462.89,0
C100412,30,20,two-year,electronic-check,yes,no,,2,1,1,12,0,57.74,1251.65,1
C100413,40,9,month-to-month,credit-card,yes,no,11.35,1,0,1,13,0,58.41,502.6,0
C100414,21,1,month-to-month,mailed-check,yes,yes,22.85,0,0,1,14,1,61.76,104.49,1
C100415,40,49,one-year,bank-transfer,yes,no,49.29,1,0,1,17,0,67.73,3421.11,0
C100416,28,70,one-year,mailed-check,yes,no,22.96,0,0,1,12,1,78.66,5538.9,0
C100417,34,8,two-year,electronic-check,no,yes,22.4,0,0,3,14,2,81.14,683.76,1
C100418,52,21,month-to-month,electronic-check,yes,yes,23.28,0,0,0,14,1,95.28,2074.93,1
C100419,45,36,two-year,credit-card,no,no,14.95,2,0,0,14,1,53.33,1932.49,0
C100420,46,67,one-year,bank-transfer,yes,no,10.33,1,0,1,13,3,76.61,5193.95,1
C100421,18,50,month-to-month,credit-card,yes,no,11.75,1,0,2,14,1,56.22,2786.56,1
C100422,61,55,month-to-month,electronic-check,yes,no,24.84,3,1,0,11,1,78.68,,1
C100423,25,42,one-year,electronic-check,yes,yes,43.65,0,0,2,13,0,61.98,2691.31,0
C100424,57,30,month-to-month,electronic-check,no,no,27.36,1,0,0,20,1,46.18,1410.75,0
C100425,51,14,one-year,electronic-check,no,no,49.94,1,0,0,20,1,63.57,887.13,0
C100426,46,63,one-year,mailed-check,yes,no,59.01,0,3,1,10,3,78.79,5009.09,0
C100427,29,58,month-to-month,credit-card,yes,no,80.05,1,0,1,16,2,96.55,5720.58,0
C100428,41,1,month-to-month,credit-card,no,no,75.51,0,0,0,18,2,66.87,158.9,0
C100429,33,52,two-year,mailed-check,yes,no,7.15,0,0,1,16,1,66.71,3511.3,0
C100430,39,6,one-year,electronic-check,no,no,35.07,0,0,2,14,0,38.21,281.25,1
C100431,36,53,one-year,bank-transfer,yes,yes,16.99,0,0,1,14,1,65.93,3504.6,0
C100432,18,60,one-year,bank-transfer,yes,no,12.21,1,1,0,9,3,104.09,6344.33,1
C100433,52,9,one-year,bank-transfer,yes,yes,20.03,1,0,0,23,0,46.21,414.7,0
C100434,38,31,two-year,mailed-check,yes,no,63.23,2,2,0,19,0,69.98,2249.67,1
C100435,33,9,one-year,electronic-check,yes,no,49.46,0,0,2,10,0,55.5,537.31,1
C100436,32,41,month-to-month,electronic-check,yes,no,25.04,0,1,0,16,2,75.87,3175.02,0
C100437,43,67,month-to-month,credit-card,no,no,39.05,0,0,2,11,0,64.79,4402.79,0
C100438,28,5,month-to-month,bank-transfer,yes,no,31.83,0,1,1,12,3,62.93,312.65,0
C100439,18,29,one-year,credit-card,no,no,20.06,1,0,1,9,2,58.97,1767.68,0
C100440,44,71,month-to-month,electronic-check,yes,no,13.64,1,0,1,12,1,53.25,3871.89,0
C100441,45,21,one-year,mailed-check,yes,no,22.83,0,1,1,17,0,76.66,1688.47,0
C100442,37,9,two-year,electronic-check,yes,yes,40.82,1,0,0,5,1,79.1,826.67,0
C100443,25,35,month-to-month,credit-card,no,no,68.02,0,0,0,12,0,70.93,2538.65,0
C100444,40,37,month-to-month,electronic-check,no,no,,1,0,0,15,1,74.94,2855.46,1
C100445,21,48,one-year,bank-transfer,no,no,15.77,2,0,1,18,0,65.65,3228.87,0
C100446,27,22,month-to-month,electronic-check,no,no,10.86,0,2,1,10,1,45.93,1078.04,0
C100447,30,69,one-year,electronic-check,yes,no,31.04,0,1,1,18,1,55.43,3912.23,0
C100448,49,38,month-to-month,electronic-check,yes,no,4.07,0,0,0,14,1,62.13,2374.01,1
C100449,35,20,month-to-month,mailed-check,yes,no,109.78,0,0,1,16,1,70.37,1450.34,0
C100450,34,70,one-year,credit-card,no,yes,34.85,0,0,1,16,3,71.96,5125.79,0
C100451,62,67,month-to-month,credit-card,yes,no,56.17,1,1,1,14,3,66.95,4565.72,0
C100452,43,36,month-to-month,bank-transfer,no,no,47.41,0,0,0,17,1,54.0,1997.03,0
C100453,43,1,month-to-month,mailed-check,no,no,34.43,2,0,1,14,0,47.96,187.5,0
C100454,35,43,month-to-month,credit-card,yes,no,32.92,0,0,2,13,0,52.56,2316.01,0
C100455,32,40,two-year,electronic-check,yes,no,42.35,0,0,0,19,3,97.08,3990.34,0
C100456,18,10,month-to-month,credit-card,yes,no,18.71,0,0,0,17,1,64.3,659.98,1
C100457,51,46,month-to-month,bank-transfer,yes,no,25.36,0,2,0,19,1,78.97,3744.44,0
C100458,44,61,month-to-month,mailed-check,yes,yes,44.01,1,0,0,23,0,65.09,4038.94,0
C100459,37,7,month-to-month,electronic-check,yes,no,7.13,1,0,0,23,3,77.87,625.18,0
C100460,37,52,month-to-month,electronic-check,no,yes,24.73,1,0,0,20,0,61.87,3345.77,0
C100461,48,10,one-year,mailed-check,no,no,22.58,0,0,2,23,1,60.13,655.52,0
C100462,20,54,month-to-month,credit-card,yes,no,3.79,0,1,0,15,0,48.15,,1
C100463,32,30,one-year,bank-transfer,yes,no,36.86,0,0,1,11,1,64.44,2036.28,1
C100464,25,0,month-to-month,mailed-check,no,no,28.98,1,1,0,17,0,61.72,54.95,0
C100465,60,70,month-to-month,mailed-check,yes,no,24.69,0,1,1,13,0,68.52,4814.89,0
C100466,50,12,month-to-month,credit-card,no,no,49.77,1,1,1,17,0,84.45,1075.55,1
C100467,18,43,one-year,electronic-check,yes,no,44.48,2,0,0,14,0,72.95,3248.37,0
C100468,21,13,two-year,electronic-check,no,no,46.82,0,1,1,12,0,45.84,628.03,1
C100469,37,68,month-to-month,bank-transfer,no,no,22.8,0,0,2,16,1,44.08,2997.61,0
C100470,33,53,two-year,electronic-check,no,yes,18.28,3,1,0,9,0,71.62,3872.49,0
C100471,23,58,month-to-month,electronic-check,no,no,28.5,0,0,0,18,0,55.22,3220.32,0
C100472,62,31,one-year,mailed-check,yes,no,34.21,2,0,2,11,0,48.6,1522.55,0
C100473,43,34,one-year,electronic-check,yes,no,40.13,3,1,1,14,1,82.48,2851.34,1
C100474,45,46,month-to-month,credit-card,no,no,12.19,2,1,0,14,1,59.91,2849.9,1
C100475,31,57,month-to-month,credit-card,yes,yes,32.65,1,0,1,19,1,61.5,3610.98,0
C100476,48,61,month-to-month,credit-card,yes,no,53.65,2,0,1,18,1,56.15,3433.49,0
C100477,34,1,one-year,credit-card,yes,no,13.56,0,0,0,15,3,56.94,121.06,0
C100478,36,48,month-to-month,electronic-check,yes,no,3.58,0,0,1,14,1,52.56,2593.11,0
C100479,46,7,two-year,mailed-check,yes,no,1.75,0,0,0,16,1,55.21,417.29,0
C100480,19,21,month-to-month,bank-transfer,yes,no,18.13,1,0,2,16,1,45.3,968.34,1
C100481,58,60,two-year,electronic-check,yes,no,10.33,0,0,0,15,0,56.58,3508.51,0
C100482,41,18,month-to-month,credit-card,yes,no,35.78,1,2,0,15,1,67.32,1234.85,1
C100483,54,58,one-year,electronic-check,no,no,31.76,0,0,0,15,0,67.82,4022.46,0
C100484,26,33,month-to-month,mailed-check,yes,no,4.6,0,0,0,12,0,46.2,1586.08,0
C100485,28,16,month-to-month,bank-transfer,no,no,52.02,1,0,1,10,2,47.78,895.81,0
C100486,25,24,month-to-month,credit-card,no,no,14.55,1,0,0,9,0,51.94,1337.95,0
C100487,42,38,one-year,bank-transfer,yes,no,11.57,1,0,1,13,1,42.75,1612.19,0
C100488,40,55,month-to-month,bank-transfer,yes,no,30.62,1,0,1,23,1,64.95,3594.03,1
C100489,33,44,one-year,electronic-check,yes,no,17.07,1,0,1,18,3,93.83,4197.96,0
C100490,27,68,two-year,bank-transfer,no,no,28.7,0,1,2,11,1,56.92,3930.06,0
C100491,24,63,month-to-month,bank-transfer,yes,no,22.0,1,1,2,13,2,76.71,4848.2,0
C100492,38,54,month-to-month,mailed-check,yes,yes,56.01,0,0,1,16,0,33.77,1869.56,1
C100493,33,44,month-to-month,credit-card,yes,no,29.16,0,0,3,10,0,52.08,2352.58,0
C100494,31,21,month-to-month,electronic-check,no,no,20.09,1,1,0,15,1,87.2,1902.83,0
C100495,58,30,month-to-month,electronic-check,yes,no,24.09,0,0,0,11,1,70.04,2211.78,0
C100496,38,8,one-year,credit-card,yes,no,48.38,0,1,0,12,0,48.53,457.03,0
C100497,54,27,month-to-month,electronic-check,no,no,12.31,1,0,1,13,2,64.92,1859.16,1
C100498,33,67,month-to-month,bank-transfer,yes,yes,37.14,0,1,2,19,1,63.14,4384.87,0
C100499,42,31,one-year,mailed-check,no,no,25.1,0,1,0,14,1,71.27,2248.6,0
C100500,38,8,month-to-month,credit-card,no,yes,25.69,1,1,1,7,2,58.42,543.78,0
C100501,19,47,one-year,,yes,no,10.39,1,1,0,19,0,53.3,2537.92,0
C100502,56,70,two-year,electronic-check,yes,no,18.22,0,0,3,19,0,32.92,2362.42,0
C100503,37,63,month-to-month,credit-card,yes,no,15.47,0,1,0,19,2,80.49,5137.44,0
C100504,48,20,month-to-month,bank-transfer,no,no,25.0,1,2,1,13,1,54.66,1134.99,0
C100505,30,33,two-year,mailed-check,no,no,7.43,0,0,1,11,2,78.01,2615.46,0
C100506,37,38,one-year,mailed-check,yes,no,,0,1,0,9,0,59.37,2333.79,0
C100507,29,18,one-year,mailed-check,no,no,16.98,0,0,1,27,1,68.25,1356.58,0
C100508,54,19,one-year,,yes,no,49.03,0,0,1,23,2,68.19,1327.43,1
C100509,43,17,month-to-month,bank-transfer,yes,no,34.86,0,1,1,15,1,86.45,1484.88,1
C100510,43,72,month-to-month,credit-card,yes,no,23.15,1,0,0,17,0,48.58,3570.29,0
C100511,55,54,one-year,credit-card,no,no,11.03,0,0,1,18,1,89.11,4946.31,0
C100512,53,61,one-year,mailed-check,yes,no,1.55,3,0,1,9,1,70.61,4468.26,0
C100513,48,59,one-year,bank-transfer,no,yes,14.46,0,0,0,8,3,86.55,5188.73,0
C100514,22,70,month-to-month,bank-transfer,yes,no,20.83,0,0,1,22,1,63.85,4528.63,1
C100515,31,7,two-year,credit-card,no,no,9.2,2,0,0,21,0,56.9,476.41,0
C100516,27,64,month-to-month,bank-transfer,no,yes,33.07,0,0,0,11,1,67.69,4369.6,0
C100517,48,4,month-to-month,electronic-check,yes,no,32.49,1,0,0,15,0,77.86,364.28,0
C100518,41,34,month-to-month,credit-card,yes,no,16.75,1,0,2,16,2,54.4,1935.76,1
C100519,22,43,month-to-month,bank-transfer,no,no,21.79,1,0,1,8,2,67.68,2930.33,0
C100520,37,26,one-year,credit-card,yes,yes,21.45,1,0,0,17,1,55.37,1459.79,0
C100521,21,10,month-to-month,mailed-check,yes,yes,30.96,1,0,3,16,1,57.45,580.3,0
C100522,38,14,one-year,mailed-check,yes,no,12.0,1,0,1,11,0,55.93,813.49,0
C100523,19,60,month-to-month,bank-transfer,yes,no,104.19,0,1,1,23,0,79.31,4825.64,0
C100524,45,23,month-to-month,credit-card,no,yes,7.39,3,1,1,17,3,79.62,1901.55,1
C100525,44,22,month-to-month,,yes,no,12.14,0,0,0,13,1,50.45,1152.59,1
C100526,62,67,month-to-month,mailed-check,yes,no,27.83,0,0,1,14,2,64.92,4441.49,0
C100527,49,10,one-year,bank-transfer,no,no,68.7,0,1,2,21,2,93.09,1018.03,0
C100528,34,66,month-to-month,credit-card,no,no,15.73,0,1,2,18,0,48.93,3250.03,0
C100529,49,67,month-to-month,electronic-check,yes,no,10.7,0,0,0,10,2,72.71,4902.56,0
C100530,22,43,month-to-month,electronic-check,yes,no,19.42,0,0,1,24,0,61.07,2674.08,0
C100531,27,12,month-to-month,mailed-check,yes,no,37.87,1,2,1,14,2,72.92,,1
C100532,43,11,month-to-month,electronic-check,yes,no,39.19,1,0,1,17,0,46.4,565.84,0
C100533,18,20,two-year,electronic-check,no,no,34.74,1,1,0,24,2,75.71,1649.55,0
C100534,39,42,month-to-month,mailed-check,yes,no,73.55,2,0,0,16,1,96.44,4074.22,0
C100535,27,11,month-to-month,bank-transfer,yes,yes,39.33,0,0,1,20,1,60.12,688.35,1
C100536,40,33,two-year,mailed-check,yes,yes,44.75,1,0,1,11,1,56.64,1861.89,0
C100537,26,8,one-year,mailed-check,yes,no,47.74,1,1,2,17,2,89.24,798.49,0
C100538,44,39,month-to-month,credit-card,no,no,9.64,1,0,3,11,0,84.18,3383.31,1
C100539,39,1,one-year,mailed-check,yes,no,21.2,0,1,0,18,3,70.42,173.32,0
C100540,56,51,two-year,credit-card,yes,no,12.33,1,0,0,18,2,55.53,2913.25,0
C100541,39,4,month-to-month,electronic-check,yes,no,13.28,0,0,2,16,1,72.44,395.63,0
C100542,30,14,month-to-month,credit-card,yes,no,18.0,1,0,1,8,0,65.91,980.62,0
C100543,36,12,two-year,credit-card,yes,no,30.44,0,0,0,21,0,45.11,566.84,1
C100544,23,60,one-year,electronic-check,no,no,66.54,1,0,3,16,1,62.05,3752.39,1
C100545,44,3,two-year,bank-transfer,yes,no,36.79,0,0,1,10,2,58.09,286.89,0
C100546,46,31,month-to-month,bank-transfer,yes,no,32.38,1,0,1,14,3,85.97,2778.48,0
C100547,69,43,two-year,mailed-check,yes,no,18.32,0,1,0,17,1,62.33,2728.93,0
C100548,32,37,month-to-month,credit-card,no,no,70.98,2,0,0,18,0,70.68,2687.54,0
C100549,36,49,one-year,electronic-check,yes,no,6.89,0,0,2,13,2,80.73,4072.3,0
C100550,32,58,two-year,mailed-check,yes,no,40.03,3,1,0,19,0,56.25,3294.27,0
C100551,42,28,month-to-month,credit-card,yes,yes,3.56,2,0,2,14,1,84.63,2463.71,0
C100552,44,60,month-to-month,electronic-check,yes,no,26.38,1,0,0,12,1,77.92,4746.61,0
C100553,38,23,one-year,electronic-check,yes,no,48.07,0,0,0,23,1,50.19,1248.99,0
C100554,52,71,two-year,electronic-check,no,no,24.28,1,0,1,15,0,70.05,5032.65,0
C100555,32,36,month-to-month,credit-card,yes,no,56.85,3,0,0,17,0,68.12,2544.64,1
C100556,51,53,two-year,electronic-check,no,no,11.0,2,0,1,12,0,78.72,4216.5,1
C100557,45,63,month-to-month,electronic-check,yes,no,1.43,1,1,0,14,3,97.38,6193.9,1
C100558,39,57,month-to-month,bank-transfer,no,no,7.42,1,1,1,11,2,94.05,5412.03,0
